Name,symbol,AssetType,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,Valuation
Appian Corporation,APPN,Common Stock,"Appian Corporation provides a low-code automation platform in the United States and internationally. The company is headquartered in McLean, Virginia.",1441683,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"7950 JONES BRANCH DRIVE, TYSONS, VA, US",December,2021-12-31,4403348000,-51902000,None,0,3.273,0,0,-1.248,5.2,-0.24,-0.227,-0.103,-0.334,369259000.0,265166000.0,-1.248,0.0,0.286,59,-,-,11.92,20.55,12.75,-,1.706,149.82,46.85,56.3,86.14,40735600.0,None,None,2293414280.0
SPX Corporation,SPXC,Common Stock,"SPX Corporation supplies infrastructure equipment for the heating, ventilation and cooling (HVAC), sensing and measurement, power transmission and generation, and industrial markets in the United States, China, South Africa, the United Kingdom, and internationally. The company is headquartered in Charlotte, North Carolina.",88205,NYSE,USD,USA,TECHNOLOGY,METALWORKG MACHINERY & EQUIPMENT,"13320-A BALLANTYNE CORPORATE PLACE, CHARLOTTE, NC, US",December,2021-12-31,2299318000,125200000,5.49,1.043,24.26,0,0,9.15,26.93,0.349,0.069,0.0212,0.0677,1219500000.0,431800000.0,9.15,-0.771,0.012,72.75,5.49,18.76,1.885,2.106,1.788,17.38,1.365,68.24,47.05,50.48,57.98,45784900.0,2015-07-01,2015-06-12,2311221752.0
NetScout Systems Inc,NTCT,Common Stock,"NetScout Systems, Inc. provides service security and cybersecurity solutions to protect digital business services from disruption in the United States, Europe, Asia Pacific, and internationally. The company is headquartered in Westford, Massachusetts.",1078075,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"310 LITTLETON ROAD, WESTFORD, MA, UNITED STATES",March,2021-12-31,2378812000,171158000,43.6,1.57,27.73,0,0,0.739,11.87,0.0635,0.0832,0.0145,0.0277,877773000.0,609185000.0,0.739,0.641,0.146,35.63,43.6,17.01,2.71,1.19,2.621,13.35,0.658,34.87,24.82,31.35,29.78,73830000.0,None,None,2314570500.0
C3.ai Inc,AI,Common Stock,C3. ,1577526,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1300 SEAPORT BLVD, SUITE 500, REDWOOD CITY, CA, UNITED STATES",April,2022-01-31,2448684000,None,None,None,9.66,0,0,-1.614,2.379,-0.678,-0.703,-0.0862,-0.15,232726000.0,138698000.0,-1.614,0.0,0.421,34.78,-,-,10.52,2.509,6.92,-,None,76.85,16.59,22.75,39.61,102872000.0,None,None,2340338000.0
Kadant Inc,KAI,Common Stock,"Kadant Inc. supplies critical components and engineered systems globally. The company is headquartered in Westford, Massachusetts.",886346,NYSE,USD,USA,TECHNOLOGY,SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY),"ONE TECHNOLOGY PARK DRIVE, WESTFORD, MA, US",January,2022-01-31,2300183000,159370000,27.36,2.886,48.53,1,0.0053,7.21,67.93,0.107,0.159,0.0759,0.16,786579000.0,341665000.0,7.21,0.49,0.297,227,27.36,23.09,2.924,4.132,3.189,16.59,1.293,240.21,162.56,201.5,206.69,11658300.0,2022-05-11,2022-04-12,2349147450.0
Moog Inc,MOG-A,Common Stock,"Moog Inc. designs, manufactures and integrates precision motion and fluid controls and control systems for original equipment manufacturers and end users in the aerospace, defense and industrial markets globally. The company is headquartered in East Aurora, New York.",67887,NYSE,USD,USA,TECHNOLOGY,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,"400 JAMISON ROAD, EAST AURORA, NY, US",September,2021-12-31,2862516000,322502000,17.41,0,43.47,1,0.0118,5.14,90.07,0.0573,0.0799,0.0428,0.121,2892125000.0,775723000.0,5.14,0.231,0.059,93.75,17.41,14.33,0.99,2.01,1.222,10.41,1.368,91.06,67.54,81.34,79.17,29052400.0,2022-02-28,2022-02-10,2363122216.0
EverCommerce Inc. Common Stock,EVCM,Common Stock,"EverCommerce Inc. provides integrated software-as-a-service solutions for small and medium-sized service-based businesses. The company is headquartered in Denver, Colorado.",1853145,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"3601 WALNUT STREET, SUITE 400, DENVER, CO, US",December,2021-12-31,2615268000,73807000,None,1.23,5.04,0,0,-0.824,4.161,-0.167,-0.0488,-0.01,-0.109,490139000.0,327909000.0,-0.824,0.0,0.474,18.36,-,36.9,5.34,2.634,6.22,66.94,None,23.41,10.38,12.17,16.24,195361000.0,None,None,2377543370.0
iHeartMedia Inc,IHRT,Common Stock,"iHeartMedia, Inc. is a global media and entertainment company. The company is headquartered in San Antonio, Texas.",1400891,NASDAQ,USD,USA,TECHNOLOGY,RADIO BROADCASTING STATIONS,"20880 STONE OAK PARKWAY, SAN ANTONIO, TX, US",December,2021-12-31,2634269000,708849000,None,2.437,6.17,0,0,-1.09,24.25,-0.0447,0.0673,0.0165,-0.161,3558340000.0,2233683000.0,-1.09,30.89,0.135,33.29,-,17.06,0.74,3.067,2.507,13.1,1.638,28.24,17.27,19.77,22.15,120984000.0,None,None,2391853680.0
John Wiley & Sons Inc,WLY,Common Stock,None,None,NYSE,USD,USA,TECHNOLOGY,GENERAL,NONE,April,2022-01-31,3035852000,345073000,21.19,2.116,20.1,1.377,0.0251,2.59,37.16,0.0707,0.113,0.0431,0.134,2073527000.0,1373166000.0,2.59,0.615,0.068,None,21.19,12.67,1.464,2.712,1.929,9.03,0.806,55.43,52.47,51.62,54.77,46669600.0,None,2022-04-04,2409084752.0
JFrog Ltd,FROG,Common Stock,"JFrog Ltd. provides a DevOps platform for a continuous software release management platform that enables organizations to deliver software updates to any system in the United States. The company is headquartered in Sunnyvale, California.",1800667,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"270 E CARIBBEAN DRIVE, SUNNYVALE, CA, US",December,2021-12-31,2660555000,None,None,None,6.56,0,0,-0.677,2.181,-0.311,-0.284,-0.0475,-0.108,206683000.0,164876000.0,-0.677,0.0,0.388,39.57,-,1428.57,12.87,4.002,10.46,-,None,54.05,21.06,24.78,33.51,97385000.0,None,None,2413200300.0
Rackspace Technology Inc,RXT,Common Stock,"Rackspace Technology, Inc. is a global multi-cloud technology services company. The company is headquartered in San Antonio, Texas.",1810019,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","1 FANATICAL PLACE, CITY OF WINDCREST, SAN ANTONIO, TX, US",December,2021-12-31,2469450000,642000000,None,1.25,6.29,0,0,-1.05,14.47,-0.0725,0.0722,0.0214,-0.161,3009500000.0,977000000.0,-1.05,0.0,0.085,15.28,-,12.5,0.821,1.857,2.031,13.68,None,26.43,7.28,11.44,14.32,211970000.0,None,None,2424936800.0
Momentive Global Inc,MNTV,Common Stock,"Momentive Global Inc. offers software solutions that help companies turn stakeholder feedback into stocks in the United States and internationally. The company is headquartered in San Mateo, California.",1739936,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","ONE CURIOSITY WAY, SAN MATEO, CA, US",December,2021-12-31,2537616000,-118195000,None,None,2.357,0,0,-0.838,3.018,-0.278,-0.196,-0.0597,-0.352,443786000.0,370165000.0,-0.838,0.0,0.162,18.92,-,72.46,5.72,7.32,5.81,-,1.363,25.0,13.5,16.15,19.78,150511000.0,None,None,2430752650.0
Ermenegildo Zegna N.V.,ZGN,Common Stock,"Ermenegildo Zegna NV designs, manufactures, exports and sells men's clothing. ",0001877787,NYSE,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-06-30,2559153000,200966000,0.638,None,153.38,0,0,16.55,283.96,0.0527,0.121,0.0,0.0,1220776000.0,562359000.0,16.55,0.0,0.494,11.61,0.638,-,2.096,3.544,2.55,10.15,None,12.65,8.89,10.04,10.2,242344000.0,None,None,2433133760.0
Allscripts Healthcare Solutions Inc,MDRX,Common Stock,"Allscripts Healthcare Solutions, Inc. provides information technology solutions and services to healthcare organizations in the United States, Canada, and internationally. The company is headquartered in Chicago, Illinois.",1124804,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"222 MERCHANDISE MART PLAZA, SUITE 2024, CHICAGO, IL, US",December,2021-12-31,2683266000,138932000,23.73,15.51,12.13,0,0,0.973,11.55,0.0894,0.0592,0.0208,0.0872,1503037000.0,738265000.0,0.973,-0.858,0.014,23.81,23.73,23.36,1.785,1.849,1.896,8.12,0.955,23.22,13.05,20.96,17.47,116209000.0,2008-10-17,2008-10-07,2435740640.0
Marqeta Inc. Class A Common Stock,MQ,Common Stock,"Marqeta, Inc. operates a cloud-based open application programming interface platform that provides transaction processing and card issuance services to developers, technical product managers, and visionary entrepreneurs. The company is headquartered in Oakland, California.",1522540,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"180 GRAND AVENUE, 6TH FLOOR, OAKLAND, CA, US",December,2021-12-31,6025124000,None,None,None,2.906,0,0,-0.452,1.426,-0.317,-0.313,-0.0885,-0.176,517175000.0,231705000.0,-0.452,0.0,0.762,16.32,-,-,11.65,4.047,9.03,-,None,37.9,8.24,10.75,20.68,232493000.0,None,None,2499299750.0
Fastly Inc,FSLY,Common Stock,"Fastly, Inc. operates an edge cloud platform to process, serve, and protect its customers' applications in the United States, Asia Pacific, Europe, and internationally. The company is headquartered in San Francisco, California.",1517413,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"475 BRANNAN, SUITE 300, SAN FRANCISCO, CA, US",December,2021-12-31,2250813000,-21898000,None,None,9.73,0,0,-1.919,3.053,-0.628,-0.611,-0.0801,-0.215,354330000.0,187328000.0,-1.919,0.0,0.182,23.44,-,769.23,6.35,2.189,7.74,-,1.538,75.15,13.01,20.92,38.65,120300000.0,None,None,2516676000.0
Bottomline Technologies (de) Inc,EPAY,Common Stock,"Bottomline Technologies (de), Inc. offers diverse solutions for the banking, financial services, insurance, healthcare, technology, retail, communications, education, media, manufacturing and government industries. The company is headquartered in Portsmouth, New Hampshire.",1073349,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"325 CORPORATE DRIVE, PORTSMOUTH, NH, US",June,2021-12-31,2552929000,32654000,None,1.56,9.64,0,0,-0.782,11.52,-0.0678,-0.0235,-0.0094,-0.0796,495406000.0,274951000.0,-0.782,-0.571,0.11,55.75,-,40.49,5.15,6.21,5.3,77.91,1.374,56.84,36.05,56.59,47.37,44977600.0,None,None,2545282384.0
Millicom International Cellular S.A,TIGO,Common Stock,Millicom International Cellular SA offers mobile and cable services in Latin America and Africa. The company is headquartered in Luxembourg.,912958,NASDAQ,USD,USA,TECHNOLOGY,RADIOTELEPHONE COMMUNICATIONS,"2, RUE DU FORT BOURBON, LUXEMBOURG, LU",December,2021-12-31,2620797000,1498000000,4.415,2.098,25.78,0,0,5.83,45.66,0.128,0.0968,0.0203,0.216,4617000000.0,3315000000.0,5.83,0.0,0.238,34.95,4.415,9.88,0.568,1.012,2.302,4.422,0.783,46.18,19.93,25.05,32.87,101739000.0,2019-11-12,2019-11-05,2548561950.0
Integral Ad Science Holding Corp. Common Stock,IAS,Common Stock,"Integral Ad Science Holding LLC is a digital advertising verification company in the United States, United Kingdom, Germany, Italy, Spain, Sweden, Singapore, Australia, France, Japan, Canada, Hong Kong, and Brazil. The company is headquartered in New York, New York.",1842718,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","95 MORTON ST., 8TH FLOOR, NEW YORK, NY, US",December,2021-12-31,2223965000,30001000,None,None,4.969,0,0,-0.365,2.254,-0.162,-0.0758,-0.0155,-0.0875,323513000.0,268941000.0,-0.365,0.0,0.309,27.44,-,256.41,6.87,3.06,7.79,98.57,None,29.68,12.16,16.51,19.84,154442000.0,None,None,2549837420.0000005
Tuya Inc,TUYA,Common Stock,"Tuya Inc. is in the cloud and application development business. The company is headquartered in Hangzhou, China with additional locations at Santa Clara, California; Gurugram, India; Dusseldorf, Germany; Antioquia, Colombia; Tokyo, Japan; Shenzhen, China; and Los Angeles, California.",1829118,NYSE,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-12-31,1763244000,None,None,None,1.981,0,0,-0.359,0.618,-0.581,-0.608,-0.151,-0.274,302076000.0,127867000.0,-0.359,0.0,0.19,10.48,-,-,5.84,1.714,2.862,-,None,26.65,1.75,4.587,9.62,559760000.0,None,None,2567619120.0
PowerSchool Holdings Inc,PWSC,Common Stock,None,1835681,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"150 PARKSHORE DRIVE, FOLSOM, CA, US",December,2021-12-31,3389127000,81255000,None,None,7.81,0,0,-0.214,3.545,-0.0605,0.0299,0.0031,-0.0253,558598000.0,372136000.0,-0.214,0.0,0.258,21.75,-,21.88,6.07,2.767,7.27,38.0,None,36.56,12.35,16.48,21.16,158034000.0,None,None,2604400320.0
Golub Capital BDC Inc,GBDC,Common Stock,None,1476765,NASDAQ,USD,USA,TECHNOLOGY,GENERAL,NONE,September,2021-12-31,2610832000,None,8.35,1.51,15.26,1.17,0.0785,1.831,1.895,0.966,0.757,0.0294,0.122,319646000.0,307125000.0,1.831,-0.343,0.169,16.5,8.35,11.76,8.17,0.995,6.64,18.93,0.632,15.92,13.62,15.46,15.56,170866000.0,2022-03-29,2022-03-03,2641588360.0
Kennametal Inc,KMT,Common Stock,"Kennametal Inc. develops and applies tungsten carbides, ceramics and super hard materials and solutions for use in extreme wear and metal cutting applications to enable customers to work against corrosion and high temperature conditions around the world. The company is headquartered in Pittsburgh, Pennsylvania.",55242,NYSE,USD,USA,TECHNOLOGY,"MACHINE TOOLS, METAL CUTTING TYPES","1600 TECHNOLOGY WAY, P O  BOX 231, LATROBE, PA, US",June,2021-12-31,2343989000,351667000,19.16,0.56,15.84,0.8,0.0284,1.472,23.53,0.0631,0.113,0.0533,0.0968,1970811000.0,563778000.0,1.472,0.609,0.105,38,19.16,15.04,1.189,1.902,1.549,9.0,2.002,42.12,27.89,31.83,35.3,83091000.0,2022-03-01,2022-02-14,2644786530.0
E2open Parent Holdings Inc,ETWO,Common Stock,"E2open Parent Holdings, Inc. provides a comprehensive, cloud-based supply chain management SaaS platform in the Americas, Europe, and Asia Pacific. The company is headquartered in Austin, Texas.",1800347,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"C/O CC CAPITAL, 200 PARK AVENUE, 58TH FLOOR, NEW YORK, NY, US",December,2021-12-31,2688131000,56790000,13.39,None,10.35,0,0,0.666,1.371,0.505,-1.794,-0.0031,-0.0261,256380000.0,111936000.0,0.666,0.0,-0.046,13.4,13.39,-,10.48,0.915,-,-,0.341,14.58,7.66,8.96,10.75,301360000.0,None,None,2700185600.0000005
Core Scientific Inc,CORZ,Common Stock,"Core Scientific, Inc. provides blockchain and artificial intelligence (AI) infrastructure services in the United States. The company is headquartered in Austin, Texas.",1839341,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"321 NORTH CLARK STREET, SUITE 2440, CHICAGO, IL, US",December,2021-12-31,2688066000,47016000,None,None,7545.42,0,0,-139.34,2394.08,-0.0582,0.118,0.0,0.0,266375000.0,9392000.0,-139.34,0.0,10.84,17.56,-,-,10.09,2.07,5.63,21.78,None,14.98,5.82,8.55,10.21,316243000.0,None,None,2703877650.0
LiveRamp Holdings Inc,RAMP,Common Stock,"LiveRamp Holdings, Inc., a technology company, offers enterprise data connectivity platform solutions in the United States, Europe, and Asia-Pacific. The company is headquartered in San Francisco, California.",733269,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"601 E. 3RD STREET, LITTLE ROCK, AR, US",March,2021-12-31,2627538000,-171030000,None,None,15.68,0,0,-0.552,7.45,-0.0737,-0.172,-0.0418,-0.035,506107000.0,299022000.0,-0.552,0.0,0.174,65.36,-,200,5.19,2.515,4.33,-,1.155,58.74,33.42,40.52,45.75,68177000.0,None,2008-08-19,2762532040.0
Terex Corporation,TEX,Common Stock,"Terex Corporation manufactures and sells aerial work platforms and materials processing machinery worldwide. The company is headquartered in Norwalk, Connecticut.",97216,NYSE,USD,USA,TECHNOLOGY,"INDUSTRIAL TRUCKS, TRACTORS, TRAILORS & STACKERS","200 NYALA FARM ROAD, WESTPORT, CT, US",December,2021-12-31,2462501000,379200000,11.33,0.893,16.04,0.48,0.0147,3.118,55.77,0.0568,0.0847,0.0698,0.214,3886800000.0,757400000.0,3.118,2.272,0.259,56.71,11.33,9.87,0.634,2.401,0.79,8.4,1.632,55.0,34.67,40.16,44.54,69700000.0,2022-03-21,2022-03-08,2799152000.0
PagerDuty Inc,PD,Common Stock,"PagerDuty, Inc. operates a digital operations management platform in the United States and internationally. The company is headquartered in San Francisco, California.",1568100,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"600 TOWNSEND STREET #200, SAN FRANCISCO, CA, US",December,2021-12-31,2979132000,-47531000,None,None,3.077,0,0,-1.271,3.33,-0.382,-0.361,-0.0794,-0.339,281396000.0,233166000.0,-1.271,0.0,0.324,45.5,-,-,10.59,11.16,9.75,-,1.169,50.33,24.02,32.34,38.08,87058000.0,None,None,2815455720.0000005
Altra Industrial Motion Corp,AIMC,Common Stock,"Altra Industrial Motion Corp. The company is headquartered in Braintree, Massachusetts.",1374535,NASDAQ,USD,USA,TECHNOLOGY,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC","300 GRANITE STREET, SUITE 201, BRAINTREE, MA, US",December,2021-12-31,2548365000,365100000,93.26,0.749,30.58,0.3,0.0082,0.42,29.32,0.0146,0.128,0.0364,0.0139,1899800000.0,675400000.0,0.42,-0.085,0.037,65.4,93.26,11.24,1.341,1.326,2.026,17.14,2.338,67.64,36.99,43.41,53.63,65059000.0,2022-04-04,2022-03-16,2824211190.0
Sportradar Group AG Class A Ordinary Shares,SRAD,Common Stock,"Sportradar Group AG is focused on operating as a portfolio company of Sportradar Holding AG providing integrated sports data and technology platforms to the sports betting industry in the UK, Malta, Switzerland and internationally. The company is headquartered in St. Gallen, Switzerland.",1836470,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","FELDLISTRASSE 2, ST. GALLEN, CH",December,2021-09-30,4944034000,136613000,0.409,None,1926.37,0,0,40.66,1499.86,0.0347,0.0999,0.0,0.0,516867000.0,200424000.0,40.66,0.986,0.299,23.63,0.409,5000,9.57,5.97,7.72,21.99,None,28.22,11.06,13.84,18.08,205455000.0,None,None,2843497200.0
Coursera Inc,COUR,Common Stock,"Coursera, Inc. operates an online educational content platform that connects students, educators, and institutions. The company is headquartered in Mountain View, California.",1651562,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"381 E. EVELYN AVE., MOUNTAIN VIEW, CA, US",December,2021-12-31,3333181000,None,None,None,5.33,0,0,-1.278,3.656,-0.35,-0.344,-0.13,-0.296,415287000.0,249533000.0,-1.278,0.0,0.381,35.94,-,-,8.03,4.285,5.72,-,None,62.53,16.32,19.92,30.15,143301000.0,None,None,2854555920.0000005
Sweetgreen Inc.,SG,Common Stock,"Sirius International Insurance Group, Ltd., offers insurance and reinsurance products globally. The company is headquartered in Hamilton, Bermuda.",1744894,NYSE,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-12-31,3500319000,13500000,None,None,5.97,0,0,-5.51,12.23,-0.451,-0.375,-0.155,-0.359,339874000.0,42205000.0,-5.51,0.0,0.629,38.67,-,-,10.3,6.09,10.32,-,0.612,56.2,21.18,29.62,30.62,96804000.0,None,None,2867334480.0
Commvault Systems Inc,CVLT,Common Stock,"Commvault Systems, Inc. provides data protection and information management software applications and related services in the United States and internationally. The company is headquartered in Tinton Falls, New Jersey.",1169561,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1 COMMVAULT WAY, TINTON FALLS, NJ, UNITED STATES",March,2021-12-31,2981483000,54329000,98.69,2.26,5.67,0,0,0.678,16.41,0.0423,0.058,0.0327,0.0956,754983000.0,614099000.0,0.678,6.0,0.077,78,98.69,25.77,3.949,11.95,3.725,24.35,0.631,84.22,59.01,65.05,70.96,44559600.0,None,None,2898601980.0
TuSimple Holdings Inc,TSP,Common Stock,"TuSimple Holdings Inc., an autonomous technology company, develops autonomous technology designed specifically for semi-trailers in the United States and internationally. The company is headquartered in San Diego, California.",1823593,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"9191 TOWNE CENTRE DRIVE, SUITE 600, SAN DIEGO, CA, US",December,2021-12-31,2650237000,None,None,None,5.98,0,0,-4.358,0.037,0.0,-58.9,-0.265,-0.924,6261000.0,-6108000.0,-4.358,0.0,1.782,41.74,-,-,423.29,2.22,258.55,-,None,79.84,8.41,14.66,33.49,198149000.0,None,None,2904864340.0
LegalZoom.com Inc,LZ,Common Stock,"LegalZoom.com, Inc. operates an online platform for legal and compliance solutions in the United States. The company is headquartered in Glendale, California.",1286139,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"101 N. BRAND BLVD., SUITE 1100, GLENDALE, CA, US",December,2021-12-31,2803731000,9904000,None,None,0.997,0,0,-0.673,3.563,-0.189,-0.146,-0.154,0.0,575080000.0,385716000.0,-0.673,0.0,0.163,20.43,-,120.48,4.875,14.43,5.77,157.37,None,40.94,11.05,14.96,23.92,198424000.0,None,None,2968423040.0
EVERTEC Inc,EVTC,Common Stock,"EVERTEC, Inc. participates in the transaction processing business in Latin America and the Caribbean. The company is headquartered in San Juan, Puerto Rico.",1559865,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"CUPEY CENTER BUILDING, ROAD 176, KM 1.3, RIO PIEDRAS, PR",December,2021-12-31,2988910000,245584000,18.79,2.14,6.48,0.2,0.0048,2.21,8.19,0.273,0.333,0.111,0.397,589796000.0,339632000.0,2.21,0.275,0.157,44.17,18.79,-,5.07,6.47,5.48,11.33,1.002,51.0,37.39,41.44,44.69,71970000.0,2022-03-25,2022-02-24,2982436800.0
